English,Chinese
"The two avenues were commercial zones of great significance in Beijing, for they went through Qianmen, Huguo Temple, Drum Tower and Beihai.",两广大道、平安大道在历史上曾经是北京重要的商业区，比如说它穿过前门、穿过护国寺、穿过鼓楼和北海。
"After the completion of the two avenues, however, all the shops along the two streets were going out of business; they had few customers.",这两条快速通道修完后，行了，从此以后这两条大道所有的商家全部都面临消临，没有人去买东西了。
No one would pull over just for ice cream.,谁会停着车在下边还下去去买根冰棍儿去，没有人吃啦。
"Hence, have you noticed that the natural forms of an old city play an important role in our life?",所以你有没有发现，一个城市古老的形态，它有很多自然的形态，对于我们的生活有多么的重要。
Why do human need cities?,人为什么要有城市呢？
"Cheng-shi, the Chinese counterpart of ""city"" consists of ""cheng"" which aims for confrontation and ""shi"" which is for cooperation. Hence, the word ""city"" contains two mutually contradictory meanings.",城，是为了对抗用的；市，是为了合作用。
"Hence, the word ""city"" contains two mutually contradictory meanings.",所以城市这一个词其实包含两种完全不一样的含义。
"In ancient times, cities were built for confrontation, so buildings like the Great Wall, barbicans, Round City and Fujian Tulou were built.",早期城一定是为了对抗用的，比如说长城、瓮城、团城、土楼。
Ancient human relied on cities to defend against enemy and survive.,它对抗外部的势力使得早期的人类，可以在里面可以直接生存。
"Therefore, the design logic behind ancient cities didn't take living quality into consideration.",所以早年的城市其实它的人们的设计的思想，并没有包含更多的生活性。
The city of  Chang'an in Tang dynasty was a complex with many lanes and alleys.,比如说唐代的长安城，长安城是按照坊巷的方式做了很多的建筑。
It was a great city with many residents.,里面有很多的人在生活，确实不错。
"However, in fact the city was not appropriate for living.",但是你要知道这个城市，其实并不真正适合人们生活。
"It was a place accommodating imperial palaces, government organs and key figures, and some civilians.",那只是用来放皇宫，放行政办事机构和一些重要的人物在里面住，当然也包括一些平民。
Did you see the two black dots here?,但是你发现没有，这上面有两个黑点儿。
What do they stand for?,这黑点儿代表什么呢？
"They were the only two markets with special permission in Chang'an, the East Market and the West Market.",是当时长安特别规定的，只有在这个黑的这个区域当中才能进行交易，所以这是长安的东市和西市。
Trading in other areas was forbidden so as to avoid terrorist attacks and safeguard the stable society.,他不允许你在别地方再做做交易，因为怕有恐怖袭击，怕影响整个社会的正常的稳定的秩序。
This kind of city restricted human activities and stressed on defence.,这种把人们框定在城里，并且以抵御为主的城市。
The form of cities changed in Song dynasty.,到中国的宋代发生了改变。
"The work, Along the River During the Qingming Festival, showcases the view of Dianliang. The city also had city walls but most layouts in the city were formed naturally.",你看看清明上河图，尽管它汴梁城也是有城墙的，可是清明上河图更多的展示的是城市里面的机理，它的自然形成。
What is the largest contributor to urban development?,什么是形成城市的最重要的力量？
Market economy.,市场经济。
"Market economy allows cities to grow at their will, though under the guideline of city planning.",市场经济使得这个城市有它自由的选择，尽管这里面也离不开规规划。
"But in a city which conforms to market economy, all walks of life, including pedlars and menial servants, can build connection with others and the connection between people are close.",但是你发现没有，贩夫叟卒各种各样的人都能够在这里面进行交往，甚至人们之间的沟通的距离是不是又近了很多。
